1400	758	2988	1812	924	2764	2973	2927	743	3289	564	1	3087	749	1837	1532	2104	2292	1279	79	2548	2578	1976	1184	1948	1302	1171	3130	1552	593	2970	0
2357	2194	1023	2109	2288	1695	2606	1858	3108	120	921	161	726	745	2805	306	346	2822	2850	3092	761	2262	1881	3106	702	3224	3145	1251	197	2261	1077	0
3300	76	1582	3320	3123	3246	112	2857	663	2675	1805	2846	371	101	2190	2411	2442	1598	1437	1791	2677	1321	1015	716	3165	315	337	1671	1756	3204	289	0
87	2249	1698	27	124	3282	1387	1416	215	1234	1243	2133	3138	2945	88	2007	340	1864	1656	2057	1556	2695	294	2090	492	780	993	2711	1390	3178	3252	0
691	2557	400	1018	3319	2420	2497	1604	1325	2956	383	526	2539	1152	852	214	2309	494	296	1606	1990	1125	728	388	2645	2407	81	1854	747	2321	231	0
1394	2210	2129	777	1719	2727	2537	1911	2683	3198	1741	1461	2370	2377	683	2687	2230	2967	1050	1840	806	1359	1145	2546	3062	1363	3086	2213	423	3024	572	0
1391	28	3211	1924	1501	2948	2319	925	2522	2212	665	2275	2064	3191	1280	3166	2827	1640	179	3288	3264	2581	1250	439	290	2569	825	90	2060	830	2209	0
2485	1179	976	886	1973	1910	511	2449	3233	3258	1334	85	2733	414	3011	389	2403	1738	2187	57	195	2745	1510	770	2459	813	2994	3059	2089	470	2775	0
605	66	401	2828	1398	1242	1796	1467	1189	213	1718	369	1788	74	2066	2707	2778	182	2562	3158	1434	2517	93	1019	3077	1062	1005	3136	100	2432	1662	0
864	3131	1310	2564	2035	2932	2862	3157	3091	1003	291	2222	1574	1927	3055	1866	1172	2670	2301	2430	1173	2428	3050	938	2705	143	2013	2217	2784	2691	1262	0
737	1412	1183	8	553	2663	1380	516	1630	1691	2456	1539	410	650	822	816	2268	1977	942	1737	2429	2703	1687	1213	1872	3049	1180	734	1635	481	113	0
2142	960	710	3305	2479	2631	2518	3180	2768	2602	2594	1433	2759	1379	2511	1545	3183	2042	1857	21	2700	2413	1958	3019	1782	1526	227	1127	244	874	2990	0
1975	1426	1199	2794	2968	2094	2589	2643	2891	2181	1509	1012	1710	2305	1462	2023	3126	2520	2696	3266	1930	2329	784	25	608	2669	2648	1681	2665	707	2014	0
1720	2380	3286	419	1083	905	704	2740	1314	1596	3261	293	2332	1586	2272	2790	607	2911	1899	3173	1133	3000	3051	696	1347	1980	216	992	1992	641	1341	0
1498	345	3064	2072	1255	2558	158	1767	1827	623	204	567	2604	2342	2931	3104	1186	1254	2800	1516	3259	295	1848	2199	2617	2525	1486	353	1128	2	2845	0
1490	2281	795	692	2315	2371	2855	1522	1195	1460	2883	1404	3119	2961	2502	394	3100	2154	1385	2110	2046	889	1247	61	1883	387	2200	240	1842	322	1452	0
202	3144	1493	1555	3196	2874	253	2025	3073	2030	1432	3001	630	674	13	2147	3079	578	2503	152	3164	3311	2917	3163	224	2168	1326	2021	281	2363	742	0
2723	176	685	680	399	3312	785	583	2061	588	851	984	1560	1986	3290	2780	3027	1595	174	1169	67	54	248	3235	2657	2832	430	2468	2486	937	2947	0
2304	1704	428	1289	988	592	974	651	2250	1456	776	1961	1485	700	379	1494	1313	462	1382	1785	3128	2036	3309	282	1665	3208	2650	2583	766	1052	1146	0
1425	1366	2045	1131	2605	1553	351	1612	2718	2290	1763	2795	2203	2843	1097	846	2719	1144	2788	1303	929	1554	60	2125	1745	493	2037	3067	153	173	1411	0
3053	2560	3003	2325	2172	358	3247	3199	1833	2500	878	1602	1809	1650	180	791	1660	1089	1623	56	3093	1996	3002	2567	1309	1850	1715	1095	2870	1221	799	0
828	2693	778	3012	147	1045	114	390	2161	3020	695	1589	1626	2659	2789	849	940	62	1641	2358	1952	1772	617	491	2731	1569	3137	44	2668	170	2137	0
148	803	995	2227	364	1795	2987	2868	1705	927	2038	2825	2124	2010	2943	200	509	3324	1210	132	802	2327	2796	1856	263	2934	576	426	107	738	247	0
525	920	403	2344	2011	1273	1531	2346	1543	2771	1876	2081	286	697	1105	2729	2053	2524	1728	2933	2620	1799	1599	2535	2395	1185	2853	2006	582	1115	3148	0
1754	1644	1632	1207	625	1884	145	2949	2077	45	2426	415	2769	2360	14	3270	962	226	1474	2824	2366	1261	1106	1997	2802	1032	3260	53	1583	3078	820	0
2758	1693	3090	3037	755	385	2894	2071	1497	587	2709	235	3052	2907	2254	488	1748	2651	955	1920	2889	3281	1629	1933	1707	3031	2207	3170	1859	2866	869	0
1281	2924	717	2923	1711	2174	3203	531	1329	1568	50	1216	831	1967	33	2001	1414	699	621	898	2398	2259	2607	859	1849	1957	37	1033	3018	1389	91	0
3172	1215	2251	1214	1525	469	3017	2266	2671	2773	1392	3010	631	432	1984	655	1282	2682	1466	1431	3243	838	2166	1810	1408	787	2628	3192	933	586	1335	0
471	2533	2879	3016	2508	2271	3032	3189	590	367	2482	1905	1721	2972	706	2256	4	1941	2996	690	2799	815	2510	1787	2434	205	325	1246	408	1134	1879	0
2593	1675	1350	2871	979	2770	891	763	1778	2228	122	437	774	1071	480	355	3317	2904	2980	1233	1590	1384	1301	1297	2381	3044	2390	2920	2437	2808	1021	0
1348	1633	965	2829	1156	1677	304	2999	1324	2505	2997	448	1007	2652	713	2264	1397	1484	404	2959	2986	3110	2755	2419	506	721	2817	731	2864	1563	1260	0
2614	3251	2231	2725	3190	348	2338	990	108	496	3141	1985	2335	860	1190	1643	1874	2565	2117	352	1370	657	798	3295	1570	1166	793	1176	1395	1968	3120	0
