2702	1184	3095	35	1517	2912	1044	356	2970	324	1488	2765	2626	347	2580	241	1600	2293	1037	3022	1056	781	1971	2394	3227	1381	169	2379	199	856	2575	0
2252	871	2274	2306	2107	2772	1634	2261	2123	2229	3209	1692	3	2603	2247	2182	1267	2983	218	508	237	986	1076	2599	223	2515	577	184	2732	1327	1779	0
3231	413	3253	3069	2998	206	1756	1160	2245	2666	360	2763	483	2178	2235	1757	918	1038	1808	1892	2618	2283	128	2314	2660	2106	3014	2777	424	591	125	0
867	3242	228	1417	3302	2711	3080	336	1913	1989	1367	2086	1880	1113	303	3241	575	668	1465	982	2044	1373	634	3045	2148	2837	945	1011	1684	1939	2954	0
3098	261	89	1765	81	372	3188	832	919	645	373	400	3070	2756	2177	264	2692	1020	2263	1639	2842	1339	1427	882	2941	1476	2340	2979	1475	841	2876	0
693	2073	1013	1200	3054	3299	602	833	1483	646	2210	1149	1578	959	127	2556	642	269	1482	888	1489	2641	46	2184	1164	1277	563	243	2233	2241	305	0
1716	853	3301	3058	2331	1828	1523	953	2404	1391	2936	1894	1054	452	473	2049	1403	32	2243	3150	2191	2418	748	106	980	2528	760	2600	3310	1269	2414	0
3298	844	84	2975	2443	1174	2186	299	2775	908	3307	1995	167	2863	2915	511	2840	1823	1591	537	3206	3134	1085	421	1317	870	1049	2475	270	2851	2490	0
1667	797	208	2928	2658	2590	2401	1533	689	3041	3116	673	255	1541	1242	2375	1167	551	1885	3232	171	585	1577	1201	2310	719	2439	2324	2519	2938	1410	0
1657	1815	198	1203	1826	865	397	2059	1072	238	639	1825	1107	2035	222	2869	1463	1676	546	1028	2816	973	893	279	3057	2573	3186	3015	2750	300	638	0
457	2592	2735	601	1034	2776	2138	1928	2813	2615	3009	873	8	1393	2452	2507	2269	187	1352	245	632	190	626	2492	2814	1457	429	2710	3322	1694	1415	0
339	2211	907	220	24	1659	1331	811	1548	1561	1744	710	1288	1230	1950	2466	2448	146	2602	2826	1882	629	1451	1732	310	2287	2489	211	2202	1576	1443	0
2312	3097	2880	2130	3257	779	1235	896	2882	1646	1148	1124	970	1619	808	875	1306	2891	2797	2242	63	1442	581	2545	2399	2017	1249	681	52	732	2622	0
2713	2596	949	268	1724	2246	2953	1109	1271	2015	3214	1198	3036	1801	257	1057	2740	2720	902	1430	3140	2461	329	2352	75	1824	1349	1286	1714	1337	2121	0
694	1831	482	3200	1257	3249	2715	2112	1562	613	1459	3125	879	338	1429	158	1712	1821	2075	2368	2861	70	2342	2495	2088	712	2611	648	2976	2647	1923	0
1877	1165	1035	2534	2887	436	1016	474	1972	2152	1869	612	1701	1154	368	2135	2654	229	433	1742	1219	3119	885	2215	3268	1193	917	1129	1059	55	6	0
1027	1141	185	2385	2076	287	455	1907	1237	256	1051	1991	883	2699	2225	848	1182	2642	3133	826	3001	2809	2667	412	183	2320	1161	3271	720	2197	966	0
2226	606	2774	1150	1336	2930	1964	759	2746	2561	2761	967	2345	1890	2022	39	3112	2579	1734	851	456	2834	3275	2093	2831	672	3175	649	2734	843	431	0
2183	1511	528	2055	2040	1197	3278	2355	1749	2854	1764	2553	2952	1351	2629	3212	1682	2423	1456	522	178	201	162	744	3047	1313	1838	1290	746	800	2811	0
109	254	1783	1284	538	2964	1776	2922	1953	92	1039	2328	2554	1126	2100	1137	1153	610	1386	817	2026	2726	2779	3269	846	1666	2966	1292	1091	2298	3156	0
904	946	769	2806	64	1157	1330	1053	1507	1496	212	1960	1727	3280	1871	3291	2538	1499	103	1706	580	2787	1333	180	3046	1906	1479	2782	2543	459	519	0
2397	2501	1022	2351	317	3187	1074	3083	2939	2170	842	2634	1477	2098	1621	540	2373	1651	3267	1540	168	2621	2659	2348	1043	598	2221	1816	3285	1952	334	0
3082	2484	1421	2334	2378	441	3135	342	1170	3154	2402	2085	1438	1549	1319	1709	2547	2820	186	1594	416	2527	1987	1851	1473	1535	1378	2753	132	1346	510	0
741	444	2409	2985	23	1092	2056	2303	1946	1786	2781	2785	1817	3043	2701	2171	600	1527	3314	301	396	2406	323	1730	2239	789	2144	1728	1278	321	2214	0
2786	1575	2760	1209	374	2704	490	1264	380	1300	1655	2299	2914	858	2091	3315	1529	2830	914	1855	2141	1202	2068	1468	947	527	226	1901	2689	1746	16	0
2460	1933	1603	1567	292	1875	2323	435	2189	2902	135	620	1245	1649	422	42	3152	2886	678	1093	1814	440	454	3318	2662	1748	3096	3122	159	1420	2576	0
2607	1616	1750	2612	2453	2265	1155	2024	2884	1162	1761	1469	705	2498	2063	104	1464	1915	1295	2865	2431	2009	3185	1558	2470	1792	2435	3292	2852	2248	1940	0
273	514	2114	2151	2111	1804	3193	2951	1593	658	1375	150	319	2493	2572	99	2674	913	2097	1863	2694	536	119	1163	2577	2218	2542	111	3099	2396	838	0
676	2858	316	95	313	1246	1407	2393	140	1355	1661	847	2372	1893	1296	2623	1965	517	1388	1069	964	3071	2514	3169	2101	895	2361	1226	2918	2799	1758	0
2308	1413	941	1979	2390	866	155	2438	2909	1770	1101	788	2386	1834	2258	2118	110	12	2494	2330	2070	1739	2445	872	2032	644	615	975	409	1224	73	0
3063	1121	1696	721	1955	2937	1652	2673	2289	2005	26	366	1311	2322	3213	1440	1065	3293	2054	2282	370	1441	823	574	562	485	2474	512	2102	653	1766	0
451	715	1570	2895	1829	139	1702	912	2339	643	857	2333	1344	3021	1298	2139	134	862	1123	1212	2219	2300	2672	1607	599	1518	2163	1793	2193	1934	1360	0
