2765	3328	347	2580	1492	1797	2293	1037	2050	1056	781	751	1353	3227	1381	2027	2379	199	1777	2736	2702	1929	2571	35	1517	2405	565	356	402	2586	1488	0
2408	3	2603	2584	524	1267	2983	507	508	237	2568	1067	2599	223	2627	577	184	2078	3132	1779	2252	972	2274	2306	1220	1041	1634	723	1471	2229	3209	0
1524	483	2958	3228	1757	918	887	1808	1892	1538	652	128	2314	2613	2106	3014	2992	1658	591	125	3040	413	3253	1747	9	206	83	3217	2245	2666	654	0
2086	1196	191	303	3241	1322	668	1465	1673	1272	1373	634	3035	2148	2837	2549	2336	1684	1939	151	867	3242	1080	1631	3302	3205	47	336	1913	3114	2095	0
2946	2803	2756	2177	2477	2692	1020	2835	3033	2842	1339	2204	882	2941	684	922	2979	1475	2582	2876	3098	2638	772	1765	2311	10	3188	832	1725	2004	373	0
1588	1578	959	952	2646	642	1099	362	888	1489	2523	46	2184	783	267	563	243	1116	2241	305	2757	1935	1013	1200	2552	3299	602	792	1418	646	131	0
1894	1054	1265	138	2049	163	502	2243	3150	41	2418	748	2079	2890	2528	760	2504	3310	1269	2499	1120	853	3301	118	2331	1828	381	1010	2404	807	1117	0
1995	3244	596	2915	318	2940	1823	1591	1142	3206	3134	584	1819	1317	870	2516	2475	270	1240	2859	3298	844	2150	2975	2443	1356	1419	299	880	96	3307	0
1611	2960	1541	3255	1263	1167	551	3147	3232	171	1895	812	1201	2310	252	2439	2324	193	3229	1410	1667	2724	208	2928	501	1931	2401	1533	1862	3041	3116	0
3038	1107	1755	1402	2869	1463	2157	659	1028	899	2156	893	279	2391	2573	3186	1316	1112	300	638	2067	1815	198	2019	765	865	397	467	1072	238	2326	0
873	1790	2919	2452	2507	2513	1061	1352	2387	1592	190	626	1642	2814	1457	280	2149	3322	1694	2848	457	2592	1917	2146	1034	2776	666	1928	2813	1699	1638	0
735	1896	1230	1950	818	1784	146	1287	1472	1882	629	916	1732	310	1547	1803	211	2202	3085	1443	339	1187	2369	220	24	850	1331	811	149	561	1744	0
1820	970	1619	1024	1867	1306	203	809	2242	63	1399	1000	2545	3304	2721	1249	681	1648	732	2622	1315	1354	2880	2130	535	779	1235	740	686	1646	1148	0
1198	3036	997	1743	1057	539	2722	902	1430	156	2196	329	278	2633	1824	1349	3113	1714	1337	2688	1988	2596	949	43	1724	2246	2424	2625	1271	2015	1733	0
3125	2762	725	1429	398	225	1821	2075	529	1813	70	3034	1481	2088	712	804	648	2976	2201	3327	694	1831	2984	3200	1257	2074	771	2112	1562	1502	1459	0
446	1925	1154	368	827	2654	229	1175	1944	1219	1283	2440	2215	3268	1446	917	1129	3089	1487	6	1877	1839	1035	2534	2637	1014	1016	474	1807	2152	1869	0
1897	883	2699	2655	848	1182	250	2751	826	3177	165	2667	412	166	3105	1161	2003	1308	2197	966	2587	1141	185	1836	1774	287	455	3076	1237	256	1299	0
967	2345	1769	2022	39	549	302	1734	3155	2160	2834	3275	3081	94	672	497	2899	2734	843	2392	2226	606	3153	2644	1336	2930	17	759	2746	1268	2741	0
2553	1368	1351	2629	2950	1835	2423	2867	1947	178	201	1293	20	3047	1664	121	1290	746	2563	2811	2183	1025	1625	2055	2040	2341	3278	2355	2678	1079	1764	0
1566	2554	1126	486	2232	1153	610	2185	817	2026	2400	1775	3269	1204	1584	2966	1292	262	3176	3156	1918	1904	1783	1284	2198	2964	1776	2978	1717	92	1039	0
1960	1727	1520	1679	3291	2538	1669	103	1706	3273	236	1333	327	762	1906	1479	1614	2234	459	2108	2530	946	769	326	64	1157	2971	82	1507	1496	829	0
2634	1740	1703	1621	540	2480	1651	3267	1688	971	2621	1557	2712	1043	598	1760	192	3285	661	3159	2397	2501	636	2351	317	3182	2284	3083	2939	1168	842	0
1291	504	1549	1319	386	2547	2820	5	2119	416	2527	1002	1851	1473	3066	395	2753	2903	3222	510	3082	3181	1421	2334	1102	2965	3135	342	461	3154	2402	0
1453	1817	3043	2632	2171	600	1276	805	301	396	709	323	1730	794	934	2144	476	1323	321	2214	181	2804	2409	2926	985	1092	2056	1798	1946	1786	558	0
2299	2914	560	2091	3315	59	2367	914	1855	505	1202	2068	2223	1332	527	2297	69	2689	1746	251	2509	1575	1685	1697	374	2704	1445	1264	380	1252	3284	0
620	3094	1649	422	1075	2841	2886	678	2374	1814	440	48	1700	2662	1622	298	3122	159	1470	463	2460	571	1636	1567	292	2574	2323	435	1258	1832	135	0
3279	705	2498	1362	3296	1464	1915	2630	2865	2431	931	1070	1558	2470	1480	2435	3292	2296	311	1940	3238	2048	1750	2612	406	1618	1155	126	2798	1162	1761	0
150	319	2698	2897	99	2674	2047	2097	1863	1898	86	119	1163	1519	2218	2542	701	137	2396	2743	1994	514	2114	1078	2115	1804	2860	312	1593	658	556	0
847	1424	1608	1296	2623	1073	517	1388	333	2639	3071	2514	819	2101	895	3124	3004	2918	2921	2195	676	2858	796	450	313	821	1058	2393	140	2739	1661	0
3207	2892	1834	2258	2849	110	12	425	349	2070	1739	1945	872	2032	948	285	975	409	892	73	2308	736	1654	1979	458	2350	155	2438	2566	1770	1101	0
332	1311	2322	677	1440	1065	1932	1845	2282	370	343	823	574	910	2823	2474	512	2598	653	1766	2069	1981	1696	2364	500	2937	1652	3025	330	2005	824	0
2333	1344	994	1298	2139	1686	1455	1123	1212	2977	2300	2672	2531	34	1518	2163	2536	2193	1934	1361	209	715	78	1098	1829	139	2981	991	2339	3221	2833	0
