2548	2578	935	102	1948	3160	950	3130	1552	754	627	1400	234	3294	1812	924	2285	2973	2927	3005	1841	564	1	2982	749	1837	1729	1036	2292	1279	2273	0
761	2253	730	3106	814	2752	3145	1251	2002	1550	1077	2458	1055	1023	2109	557	1695	2606	1206	1100	120	921	3326	726	745	1147	2062	346	2822	2821	3092	0
1046	3201	1015	669	1223	315	337	2905	2738	3204	98	2916	76	1582	331	3123	3246	2169	1084	663	2675	566	2846	371	1094	1572	2411	2442	1521	1437	1791	0
1956	2695	294	1181	492	780	2318	1645	1390	375	2462	87	2249	1912	27	124	249	2993	1416	215	1962	1243	2133	2216	3026	88	2007	2661	1864	1656	1285	0
1990	1125	2447	388	2645	989	350	1854	2488	453	231	691	3240	1564	1018	2957	141	2497	1604	2684	2956	383	259	573	1152	852	637	2309	494	1690	487	0
806	3283	1145	2546	2052	2766	3086	1096	1088	3024	572	1256	2316	2129	275	30	2727	2537	1846	2683	3198	2180	1751	2370	2377	773	2687	2230	1847	2441	1840	0
911	2581	1250	2349	801	2569	729	19	2060	830	1613	2476	28	271	998	1501	2948	2376	925	2522	393	1435	2275	2064	2856	1280	3166	3297	1086	179	3288	0
195	2745	2908	2012	2459	813	854	3059	2089	839	31	2485	3245	354	886	1973	1143	3030	2449	2421	22	1334	85	466	414	3011	489	1506	1738	2187	123	0
1434	1752	2128	1019	3077	890	1005	3136	391	1919	1662	2532	3121	401	2828	739	928	1796	2640	288	213	1718	3074	1788	74	954	2162	2778	182	97	3158	0
2356	2436	3050	938	756	143	2013	579	3029	2691	1672	1514	3131	1310	1503	2464	2932	1270	2257	3091	1003	1504	2222	1574	3107	460	1866	1172	2783	2301	2430	0
3139	2703	1687	515	1872	3049	619	7	1635	481	2872	737	1412	2728	2295	553	1191	1401	516	1630	320	2456	1539	1936	877	822	816	3142	1977	942	2697	0
2700	2413	1597	3019	1782	840	3118	1127	244	1886	2990	2142	2422	3109	3305	1670	1998	2518	3180	1768	1585	2594	2041	2099	1379	2511	881	3183	2042	503	1447	0
1930	2748	784	25	1312	2080	2648	1681	2597	707	2014	232	449	1199	72	2550	2094	2589	447	1683	2181	2205	2359	1710	2305	2454	2023	3126	532	1087	3266	0
868	3000	3051	3254	1505	1980	216	1615	1992	641	616	733	2380	3061	1605	1083	905	2220	2058	1314	115	2131	293	2332	3072	2272	2790	609	2427	1899	3173	0
3259	295	834	1241	2617	2525	2681	353	1128	1406	2635	1498	345	129	2072	1255	614	1217	1767	2716	1870	204	567	2991	1900	2931	1617	1508	1254	2800	468	0
2046	2444	1114	61	1883	2412	2200	240	3274	3323	1452	1490	2294	795	692	2893	2313	2855	1357	1177	1460	2883	1628	2175	2961	1194	675	3100	2154	1587	2110	0
520	662	2917	3163	1009	2168	1326	2609	1132	2363	742	2188	3144	1493	1253	3042	2874	1422	2092	3073	2030	1338	2446	630	1104	2481	2147	3079	196	2503	152	0
495	54	248	498	2657	2832	2680	595	2486	937	1103	2723	176	2179	1993	399	3312	2570	583	2061	568	2362	984	1439	1307	3290	2780	750	1595	174	2873	0
3128	2036	2585	282	1665	1491	2039	2583	766	518	1146	2304	2801	1274	1289	988	51	974	651	475	1565	776	377	1978	700	379	1647	906	462	2807	3151	0
929	550	60	2125	1663	363	2037	3067	1031	173	1411	3075	1546	2045	1131	365	1553	351	1376	3237	2290	1001	775	2203	2843	2192	2176	2719	1943	2512	1303	0
542	1996	3002	283	1423	1850	1715	786	2870	1221	2425	2383	2560	3003	3265	2172	358	2276	1822	1833	3117	1369	1602	1809	1458	38	791	1830	3226	1623	56	0
708	1772	981	2286	2731	1569	1513	44	2668	2995	932	828	2693	978	3012	147	2255	246	390	2161	2487	695	1589	1231	1708	2789	956	1678	62	1641	3161	0
802	1342	1478	1856	263	1951	576	426	1983	2819	247	148	1908	995	2227	2888	194	2987	2868	175	927	2038	1891	1780	2010	1620	782	509	3324	1735	2913	0
923	3006	1599	2535	2540	1185	2853	2051	3008	1115	3148	2885	920	403	3306	2237	1273	1531	1383	1543	2771	544	1512	286	628	1158	2729	2053	15	3028	2933	0
2127	1261	1106	2382	2802	1032	1428	640	1583	3078	543	1754	1644	2120	2955	625	1884	2065	2949	2077	1674	1030	415	2769	1238	14	3270	499	2415	1474	1188	0
2889	3281	11	667	1707	233	207	3170	1859	753	869	2758	1726	1762	3037	755	1006	2894	2071	427	3194	2709	235	1680	2907	2254	177	443	2651	2236	1515	0
2398	144	1771	859	1537	894	37	1033	1081	1389	91	1713	1579	717	2923	1064	2174	3203	445	2167	1568	50	2624	831	1967	3225	1865	1414	2034	464	898	0
2793	3210	2166	752	1111	787	2628	230	933	586	3056	2815	1215	2251	1218	1525	469	378	1736	2671	2773	3179	3010	631	757	3230	655	2416	1232	1466	1431	0
258	815	160	1228	2434	205	2103	411	408	1571	2653	471	2533	3234	3016	2508	1922	936	3189	590	1668	2482	1905	1436	2033	706	2256	2812	1941	2996	2365	0
1590	884	2457	1297	2381	2714	2354	2920	2105	3256	1021	2593	2388	1350	2871	2463	3174	891	763	1559	2228	122	943	1495	1071	480	3219	3317	2904	999	1259	0
1888	2506	2755	2419	2844	855	2817	1227	2676	1563	1260	2208	1633	965	1374	392	1677	304	1040	1324	2505	2963	2018	1007	2652	1889	2264	1397	1275	1047	2959	0
1029	657	798	2730	1811	1166	1536	1136	1395	1968	2878	2614	3251	434	1500	3190	348	2417	990	108	2472	996	1985	2335	2031	1190	1643	2467	2206	2117	352	0
