751	1353	2145	1381	2027	2158	417	1777	2736	359	1929	2571	341	703	2405	565	3088	402	2586	40	307	3328	242	1358	1492	1797	1225	3160	2050	3250	2473	0
1067	1448	223	2627	105	1222	2078	3132	1068	2252	972	1135	1637	1220	1041	1082	723	1471	221	3111	2408	3168	2343	2584	524	3023	814	507	479	597	2568	0
2008	98	2613	164	260	2992	1658	1573	125	3040	29	2969	1747	9	1151	83	3217	472	2291	654	1524	711	2958	3228	1139	669	887	1731	552	1538	652	0
375	3035	1239	3101	2549	2336	618	1939	151	77	1340	1080	1631	1449	3205	47	1942	2754	3114	2095	2347	1196	191	384	284	1322	2989	2384	1673	1272	1773	0
2204	2601	3068	684	922	3248	1475	2582	1008	2410	2638	772	2929	2311	10	909	3065	1725	2004	1066	2946	2803	790	1902	2477	3115	1853	2835	3033	1723	2488	0
1970	2636	783	267	1966	243	1116	2906	2496	2757	1935	1119	1200	2552	1610	3202	792	1418	3060	131	1588	1868	688	952	2646	2165	1099	362	2279	1096	2523	0
915	2079	2890	3039	271	2504	3239	1806	2499	1120	1938	3301	118	1405	2877	381	1010	1926	807	1117	2664	1138	1265	138	3223	163	502	1689	729	41	65	0
584	1819	2559	3245	2516	335	2155	1240	2859	554	844	2150	2353	3162	1356	1419	2818	880	96	71	2792	3244	596	2244	318	2940	926	2280	1142	3272	478	0
812	3236	2532	252	2267	671	193	3229	897	1667	2724	3263	2656	501	1931	2087	1533	1862	2140	1444	1611	2960	2744	3255	1263	622	2610	3147	767	810	1895	0
901	1672	2391	624	2126	1316	1112	545	1270	2067	2465	2690	2019	765	1294	397	467	172	1653	2326	3038	513	1755	1402	274	272	2157	659	314	899	2156	0
1914	1642	2116	594	280	2149	2595	1191	2848	3216	714	1917	2146	3321	2776	666	1949	1060	1699	1638	3084	1790	2919	2679	837	2513	1061	2900	2387	1592	900	0
916	1371	1118	1547	1803	3102	1670	3085	2455	1781	1187	2369	2619	24	850	698	863	149	561	727	735	1896	570	1878	818	1784	1042	1287	1472	3308	1753	0
1000	1017	3304	2721	660	72	1648	664	2433	1315	1354	1903	2130	535	361	2521	740	686	438	1148	1820	2317	1887	1024	1867	930	203	809	633	3277	1399	0
1208	278	2633	1982	3061	3113	2337	376	2688	1988	1609	115	43	2910	1528	2424	2625	589	2015	1733	68	189	997	1743	977	539	2722	418	2043	156	2196	0
3034	1481	1130	2847	804	1843	80	2201	3327	484	2716	2984	265	2450	2074	771	3171	1562	1502	2706	961	2762	725	987	398	225	2143	718	529	1813	682	0
2440	2082	2164	1446	2942	442	3089	1487	3007	1357	1839	1048	2717	2637	1014	958	474	1807	2134	2896	446	1925	210	368	827	2935	2136	1175	1944	2270	1283	0
18	2302	166	3105	944	2003	1308	3048	1422	2587	3127	2278	1836	1774	133	1104	3076	1304	687	1299	1897	328	2699	2655	3316	3146	250	2751	58	3177	165	0
2898	3081	94	555	497	2899	861	1365	2392	382	768	3153	2644	2649	1439	17	2544	217	1268	2741	2478	2345	1769	1343	1236	549	302	154	3155	2160	3262	0
1293	20	1818	1664	121	679	2132	2563	2277	1580	1025	1625	2901	377	2341	2737	117	2678	1079	1873	2553	1368	1844	3167	2950	1835	2016	2867	1947	1544	2529	0
1775	3220	1204	1584	2836	2791	262	3176	407	1918	1904	1963	1001	2198	724	1229	2978	1717	611	1039	1566	534	603	486	2232	2483	610	2185	541	2238	2400	0
2810	327	762	2020	523	1614	2234	1999	2108	2530	276	3117	326	1004	49	2971	82	130	1830	829	2451	2749	1520	1679	3149	2538	1669	2240	547	3273	236	0
1557	2712	2838	2307	1760	192	142	661	3159	1192	1159	636	2551	1852	3182	2284	3215	956	1168	309	1789	1740	1703	670	540	2480	2389	1108	1688	971	1377	0
1002	533	845	3066	395	951	2903	3222	2591	2159	3181	2526	1244	1102	2965	1534	1620	461	1624	3143	1291	504	1205	1319	386	3129	1794	5	2119	3197	2527	0
1530	2588	794	934	344	476	1323	2747	1026	181	2804	548	2926	985	1318	628	1798	983	1802	558	1453	1248	923	2632	2224	1090	1276	805	1601	396	709	0
3313	2223	1332	569	2297	69	3276	2839	251	2509	2029	1685	1697	2122	2471	1445	3184	1800	1252	3284	903	1188	560	969	1861	59	2367	3103	1855	505	963	0
48	1700	1396	1622	298	1122	1454	1470	463	1140	571	1636	239	2084	2574	2944	3287	1258	1832	2742	2236	3094	277	2875	1075	2841	1581	678	2374	1409	1909	0
1070	722	2470	1480	1372	876	2296	311	1305	3238	2048	405	1860	406	1618	1266	126	2798	2000	2034	3279	2113	1320	1362	3296	1328	1915	2630	2708	477	931	0
2491	1163	1519	1921	1178	701	137	136	2743	1994	157	1954	1078	2115	836	2860	312	1063	2416	556	1937	635	2698	2897	1345	752	2047	647	3218	1898	86	0
2514	819	1542	3013	3124	3004	2083	2921	2195	1450	1974	796	450	957	821	1058	297	1364	2739	2962	2260	1424	1608	357	160	1073	3325	968	333	2639	530	0
1945	2028	1916	948	285	939	409	892	521	420	736	1654	2541	458	2350	559	1211	2566	1551	835	3207	2892	2555	884	2849	2974	2685	425	349	2096	1739	0
219	266	910	2823	2608	512	2598	465	656	2069	1981	3303	2364	500	2173	116	3025	330	36	824	332	2881	1888	677	2616	2767	1932	1845	2925	1227	343	0
1969	2531	34	1759	2163	2536	2153	1627	1361	209	2686	78	1098	604	308	2981	991	3195	3221	2833	188	1110	994	2469	1722	1686	1455	764	1536	2977	1959	0
