1	3087	1971	2394	1532	2104	169	1279	79	856	2575	1976	1184	3095	1302	1171	2912	1044	593	2970	324	758	2988	2626	347	2764	241	1600	743	3289	3022	0
161	986	1076	2805	306	2515	2822	2850	2732	1327	2262	1881	871	702	3224	2107	2772	197	2261	2123	2357	2194	1692	3	2288	2247	2182	1858	3108	218	508	0
2618	2283	101	2190	2660	2442	1598	2777	424	2677	1321	3231	716	3165	3069	2998	1671	1756	1160	289	3300	360	2763	3320	2178	2235	112	2857	1038	1808	1805	0
2044	3138	2945	3045	2007	340	945	1011	2057	1556	2954	294	2090	228	1417	993	2711	3080	3178	3252	1989	1367	1698	1880	1113	3282	1387	575	668	1234	982	0
526	2539	1427	882	214	1476	2340	296	1606	841	1125	728	261	89	2407	81	372	747	2321	919	645	2557	400	3070	3319	2420	264	2692	1325	2263	1639	0
1461	2641	46	683	1164	1277	2967	1050	2233	806	1359	693	2073	3062	1363	3054	2213	423	833	1483	1394	2210	1149	777	1719	127	2556	1911	269	1482	1741	0
2191	2418	3191	106	980	2827	1640	2600	3288	3264	2414	1716	439	290	3058	825	90	1523	953	2209	1391	2936	3211	1924	452	473	2319	1403	32	2212	665	0
3206	2733	1085	421	389	2403	1049	2187	57	2851	2490	1510	770	84	813	2994	1174	2186	470	2775	908	1179	976	167	2863	1910	511	2840	3233	3258	537	0
369	585	1577	2066	2707	719	2439	2562	2519	2938	2517	93	797	3077	1062	2658	2590	100	2432	689	605	66	673	255	1398	1242	2375	1467	1189	1885	3232	0
2816	973	1927	3055	3057	2573	2670	3015	2750	1173	2428	1657	938	2705	1203	1826	2217	2784	2059	1262	864	639	1825	2564	2035	222	2862	3157	1676	546	291	0
632	410	650	2492	2814	2268	429	2710	1737	2429	1415	1687	1213	2735	601	1180	734	2138	481	113	2615	3009	1183	8	1393	2663	1380	2269	187	1691	245	0
1433	2759	1451	1732	1545	2287	2489	1857	21	1576	1443	1958	2211	907	1526	227	1659	244	874	1548	1561	960	710	1288	2479	2631	2466	2448	2768	2602	2826	0
1012	1442	581	1462	2399	2017	2520	2696	52	732	2329	2312	3097	608	2669	3257	1681	2665	896	2882	1975	1426	1124	2794	2968	808	875	2643	2891	2797	1509	0
3140	2461	1586	2352	75	607	2911	1286	1714	1133	2121	2713	696	1347	268	216	992	2953	1109	1341	1720	3214	3286	419	1801	257	704	2740	2720	1596	3261	0
2861	2604	2342	2495	3104	1186	2611	648	1516	2647	1923	1848	2199	482	2525	1486	3249	2715	2	2845	613	345	3064	879	338	2558	158	1712	1827	623	2368	0
1404	3119	885	2502	394	1193	917	1385	1059	55	889	1247	1165	1035	387	2887	436	1842	322	1972	1490	2281	612	1701	2315	2371	2135	1522	1195	433	1742	0
3001	2809	674	13	183	2320	578	3271	720	3164	3311	1027	1141	224	2385	2076	2021	281	1907	742	202	1051	1991	1555	3196	2225	253	2025	2642	3133	1432	0
456	1560	1986	2093	2831	3027	3175	649	1169	67	431	2226	3235	2774	1150	430	2468	1964	937	2947	2561	2761	685	680	1890	3312	785	3112	2579	588	851	0
1961	1485	162	744	1494	1313	1838	1382	1785	800	2811	3309	1511	528	3208	2650	1197	3278	1052	1749	2854	1704	428	2952	988	592	3212	1682	2250	1456	522	0
2795	2726	2779	1097	846	1666	1144	2788	1091	2298	1554	109	254	1745	493	538	2964	153	2922	1953	1425	1366	2328	1131	2605	2100	1137	1612	2718	1386	1763	0
580	2787	1650	180	3046	1660	1089	2782	2543	3093	519	904	2567	1309	2806	64	1095	1330	1053	799	3053	212	3003	2325	3280	1871	3247	3199	1499	2500	878	0
168	1626	2659	2348	849	940	2221	1816	2358	1952	334	617	491	1022	2351	3137	3187	1074	170	2137	2170	2693	778	1477	2098	1045	114	2373	2161	3020	1540	0
2825	2124	1987	2943	200	1535	1378	1210	132	1346	2327	2796	2484	1421	2934	2378	441	107	738	1170	3154	803	2085	1438	364	1795	1709	2868	1705	186	1594	0
2081	2406	697	1105	2239	789	2524	1728	1278	2620	1799	741	444	2395	2985	23	2006	582	2303	1946	525	2781	2785	2344	2011	2701	1531	2346	1527	3314	1876	0
2141	2769	2360	1468	947	962	226	1901	2824	2366	16	2786	1997	2760	1209	3260	53	490	1264	820	1300	1655	1632	1207	858	1884	145	1529	2830	45	2426	0
235	3052	454	3318	488	1748	3096	955	1920	1420	2576	1629	1933	1603	3031	2207	1875	2323	2866	2189	2902	1693	3090	1245	1649	385	42	3152	1497	587	1093	0
1216	2009	3185	33	2001	1792	699	621	2852	2248	2259	2607	1616	1849	1957	2453	2265	3018	2024	2884	1281	2924	1469	705	1711	2063	104	531	1329	1295	50	0
2694	536	432	1984	2577	1282	2682	111	3099	3243	838	273	1810	1408	2151	2111	3192	3193	2951	1335	3172	1375	150	1214	2493	2572	3017	2266	913	2773	1392	0
964	1721	2972	3169	2256	4	2361	1226	690	2799	1758	2510	1787	316	95	325	1246	1407	1134	1879	1355	1661	2879	2372	1893	2271	3032	1965	590	367	1069	0
437	774	2445	480	355	644	615	2980	1233	1224	1384	1301	1413	941	3044	2390	866	2437	2808	2909	1770	1675	788	2386	979	2770	2118	110	1778	2494	2330	0
448	1441	2652	713	562	485	1484	404	2102	2986	3110	3063	1121	506	721	1955	731	2864	2673	2289	1348	26	366	2829	1156	3213	1440	2999	3293	2054	2997	0
2219	2335	860	1607	599	1874	2565	1793	352	1370	1360	451	3295	1570	2895	793	1176	1702	912	3120	643	857	2231	2725	3021	1298	2338	134	862	496	3141	0
